🙂 slight_smile
🙌􁙑􁘞 raised_hands_clw_v1
🙌􁙑􁘟 raised_hands_clw_v2
🙌􁙑􁘠 raised_hands_clw_v3
🙌􁙑􁘡 raised_hands_clw_m1
🙌􁙑􁘢 raised_hands_clw_m2
🙌􁙑􁘣 raised_hands_clw_m3
🙌􁙑􁘤 raised_hands_clw_p1
🙌􁙑􁘥 raised_hands_clw_p2
🙌􁙑􁘦 raised_hands_clw_p3
🙌􁙑􁘧 raised_hands_clw_e1
🙌􁙑􁘨 raised_hands_clw_e2
🙌􁙑􁘩 raised_hands_clw_e3
🙌􁙑􁘪 raised_hands_clw_k1
🙌􁙑􁘫 raised_hands_clw_k2
🙌􁙑􁘬 raised_hands_clw_k3
👐􁙑 open_hands_clw
👐􁙑􁘀 open_hands_clw_r1
👐􁙑􁘁 open_hands_clw_r2
👐􁙑􁘂 open_hands_clw_r3
👐􁙑􁘃 open_hands_clw_d1
👐􁙑􁘄 open_hands_clw_d2
👐􁙑􁘅 open_hands_clw_d3
👐􁙑􁘆 open_hands_clw_o1
👐􁙑􁘇 open_hands_clw_o2
👐􁙑􁘈 open_hands_clw_o3
👐􁙑􁘉 open_hands_clw_y1
👐􁙑􁘊 open_hands_clw_y2
👐􁙑􁘋 open_hands_clw_y3
👐􁙑􁘌 open_hands_clw_l1
👐􁙑􁘍 open_hands_clw_l2
👐􁙑􁘎 open_hands_clw_l3
👐􁙑􁘏 open_hands_clw_g1
👐􁙑􁘐 open_hands_clw_g2
👐􁙑􁘑 open_hands_clw_g3
👐􁙑􁘒 open_hands_clw_t1
👐􁙑􁘓 open_hands_clw_t2
👐􁙑􁘔 open_hands_clw_t3
👐􁙑􁘕 open_hands_clw_c1
👐􁙑􁘖 open_hands_clw_c2
👐􁙑􁘗 open_hands_clw_c3
👐􁙑􁘘 open_hands_clw_s1
👐􁙑􁘙 open_hands_clw_s2
👐􁙑􁘚 open_hands_clw_s3
👐􁙑􁘛 open_hands_clw_b1
👐􁙑􁘜 open_hands_clw_b2
👐􁙑􁘝 open_hands_clw_b3
👐􁙑􁘞 open_hands_clw_v1
👐􁙑􁘟 open_hands_clw_v2
👐􁙑􁘠 open_hands_clw_v3
👐􁙑􁘡 open_hands_clw_m1
👐􁙑􁘢 open_hands_clw_m2
👐􁙑􁘣 open_hands_clw_m3
👐􁙑􁘤 open_hands_clw_p1
👐􁙑􁘥 open_hands_clw_p2
👐􁙑􁘦 open_hands_clw_p3
👐􁙑􁘧 open_hands_clw_e1
👐􁙑􁘨 open_hands_clw_e2
👐􁙑􁘩 open_hands_clw_e3
👐􁙑􁘪 open_hands_clw_k1
👐􁙑􁘫 open_hands_clw_k2
👐􁙑􁘬 open_hands_clw_k3
🤲􁙑 palms_up_clw
🤲􁙑􁘀 palms_up_clw_r1
🤲􁙑􁘁 palms_up_clw_r2
🤲􁙑􁘂 palms_up_clw_r3
🤲􁙑􁘃 palms_up_clw_d1
🤲􁙑􁘄 palms_up_clw_d2
🤲􁙑􁘅 palms_up_clw_d3
🤲􁙑􁘆 palms_up_clw_o1
🤲􁙑􁘇 palms_up_clw_o2
🤲􁙑􁘈 palms_up_clw_o3
🤲􁙑􁘉 palms_up_clw_y1
🤲􁙑􁘊 palms_up_clw_y2
🤲􁙑􁘋 palms_up_clw_y3
🤲􁙑􁘌 palms_up_clw_l1
🤲􁙑􁘍 palms_up_clw_l2
🤲􁙑􁘎 palms_up_clw_l3
🤲􁙑􁘏 palms_up_clw_g1
🤲􁙑􁘐 palms_up_clw_g2
🤲􁙑􁘑 palms_up_clw_g3
🤲􁙑􁘒 palms_up_clw_t1
🤲􁙑􁘓 palms_up_clw_t2
🤲􁙑􁘔 palms_up_clw_t3
🤲􁙑􁘕 palms_up_clw_c1
🤲􁙑􁘖 palms_up_clw_c2
🤲􁙑􁘗 palms_up_clw_c3
🤲􁙑􁘘 palms_up_clw_s1
🤲􁙑􁘙 palms_up_clw_s2
🤲􁙑􁘚 palms_up_clw_s3
🤲􁙑􁘛 palms_up_clw_b1
🤲􁙑􁘜 palms_up_clw_b2
🤲􁙑􁘝 palms_up_clw_b3
🤲􁙑􁘞 palms_up_clw_v1
🤲􁙑􁘟 palms_up_clw_v2
🤲􁙑􁘠 palms_up_clw_v3
🤲􁙑􁘡 palms_up_clw_m1
🤲􁙑􁘢 palms_up_clw_m2
🤲􁙑􁘣 palms_up_clw_m3
🤲􁙑􁘤 palms_up_clw_p1
🤲􁙑􁘥 palms_up_clw_p2
🤲􁙑􁘦 palms_up_clw_p3
🤲􁙑􁘧 palms_up_clw_e1
🤲􁙑􁘨 palms_up_clw_e2
🤲􁙑􁘩 palms_up_clw_e3
🤲􁙑􁘪 palms_up_clw_k1
🤲􁙑􁘫 palms_up_clw_k2
🤲􁙑􁘬 palms_up_clw_k3
🙏􁙑 pray_clw
🙏􁙑􁘀 pray_clw_r1
🙏􁙑􁘁 pray_clw_r2
🙏􁙑􁘂 pray_clw_r3
🙏􁙑􁘃 pray_clw_d1
🙏􁙑􁘄 pray_clw_d2
🙏􁙑􁘅 pray_clw_d3
🙏􁙑􁘆 pray_clw_o1
🙏􁙑􁘇 pray_clw_o2
🙏􁙑􁘈 pray_clw_o3
🙏􁙑􁘉 pray_clw_y1
🙏􁙑􁘊 pray_clw_y2
🙏􁙑􁘋 pray_clw_y3
🙏􁙑􁘌 pray_clw_l1
🙏􁙑􁘍 pray_clw_l2
🙏􁙑􁘎 pray_clw_l3
🙏􁙑􁘏 pray_clw_g1
🙏􁙑􁘐 pray_clw_g2
🙏􁙑􁘑 pray_clw_g3
🙏􁙑􁘒 pray_clw_t1
🙏􁙑􁘓 pray_clw_t2
🙏􁙑􁘔 pray_clw_t3
🙏􁙑􁘕 pray_clw_c1
🙏􁙑􁘖 pray_clw_c2
🙏􁙑􁘗 pray_clw_c3
🙏􁙑􁘘 pray_clw_s1
🙏􁙑􁘙 pray_clw_s2
🙏􁙑􁘚 pray_clw_s3
🙏􁙑􁘛 pray_clw_b1
🙏􁙑􁘜 pray_clw_b2
🙏􁙑􁘝 pray_clw_b3
🙏􁙑􁘞 pray_clw_v1
🙏􁙑􁘟 pray_clw_v2
🙏􁙑􁘠 pray_clw_v3
🙏􁙑􁘡 pray_clw_m1
🙏􁙑􁘢 pray_clw_m2
🙏􁙑􁘣 pray_clw_m3
🙏􁙑􁘤 pray_clw_p1
🙏􁙑􁘥 pray_clw_p2
🙏􁙑􁘦 pray_clw_p3
🙏􁙑􁘧 pray_clw_e1
🙏􁙑􁘨 pray_clw_e2
🙏􁙑􁘩 pray_clw_e3
🙏􁙑􁘪 pray_clw_k1
🙏􁙑􁘫 pray_clw_k2
🙏􁙑􁘬 pray_clw_k3
✍️􁙑 writing_hand_clw
✍️􁙑􁘀 writing_hand_clw_r1
✍️􁙑􁘁 writing_hand_clw_r2
✍️􁙑􁘂 writing_hand_clw_r3
✍️􁙑􁘃 writing_hand_clw_d1
✍️􁙑􁘄 writing_hand_clw_d2
✍️􁙑􁘅 writing_hand_clw_d3
✍️􁙑􁘆 writing_hand_clw_o1
✍️􁙑􁘇 writing_hand_clw_o2
✍️􁙑􁘈 writing_hand_clw_o3
✍️􁙑􁘉 writing_hand_clw_y1
✍️􁙑􁘊 writing_hand_clw_y2
✍️􁙑􁘋 writing_hand_clw_y3
✍️􁙑􁘌 writing_hand_clw_l1
✍️􁙑􁘍 writing_hand_clw_l2
✍️􁙑􁘎 writing_hand_clw_l3
✍️􁙑􁘏 writing_hand_clw_g1
✍️􁙑􁘐 writing_hand_clw_g2
✍️􁙑􁘑 writing_hand_clw_g3
✍️􁙑􁘒 writing_hand_clw_t1
✍️􁙑􁘓 writing_hand_clw_t2
✍️􁙑􁘔 writing_hand_clw_t3
✍️􁙑􁘕 writing_hand_clw_c1
✍️􁙑􁘖 writing_hand_clw_c2
✍️􁙑􁘗 writing_hand_clw_c3
✍️􁙑􁘘 writing_hand_clw_s1
✍️􁙑􁘙 writing_hand_clw_s2
✍️􁙑􁘚 writing_hand_clw_s3
✍️􁙑􁘛 writing_hand_clw_b1
✍️􁙑􁘜 writing_hand_clw_b2
✍️􁙑􁘝 writing_hand_clw_b3
✍️􁙑􁘞 writing_hand_clw_v1
✍️􁙑􁘟 writing_hand_clw_v2
✍️􁙑􁘠 writing_hand_clw_v3
✍️􁙑􁘡 writing_hand_clw_m1
✍️􁙑􁘢 writing_hand_clw_m2
✍️􁙑􁘣 writing_hand_clw_m3
✍️􁙑􁘤 writing_hand_clw_p1
✍️􁙑􁘥 writing_hand_clw_p2
✍️􁙑􁘦 writing_hand_clw_p3
✍️􁙑􁘧 writing_hand_clw_e1
✍️􁙑􁘨 writing_hand_clw_e2
✍️􁙑􁘩 writing_hand_clw_e3
✍️􁙑􁘪 writing_hand_clw_k1
✍️􁙑􁘫 writing_hand_clw_k2
✍️􁙑􁘬 writing_hand_clw_k3
💪􁙑 muscle_clw
💪􁙑􁘀 muscle_clw_r1
💪􁙑􁘁 muscle_clw_r2
💪􁙑􁘂 muscle_clw_r3
💪􁙑􁘃 muscle_clw_d1
💪􁙑􁘄 muscle_clw_d2
💪􁙑􁘅 muscle_clw_d3
💪􁙑􁘆 muscle_clw_o1
💪􁙑􁘇 muscle_clw_o2
💪􁙑􁘈 muscle_clw_o3
💪􁙑􁘉 muscle_clw_y1
💪􁙑􁘊 muscle_clw_y2
💪􁙑􁘋 muscle_clw_y3
💪􁙑􁘌 muscle_clw_l1
💪􁙑􁘍 muscle_clw_l2
💪􁙑􁘎 muscle_clw_l3
💪􁙑􁘏 muscle_clw_g1
💪􁙑􁘐 muscle_clw_g2
💪􁙑􁘑 muscle_clw_g3
💪􁙑􁘒 muscle_clw_t1
💪􁙑􁘓 muscle_clw_t2
💪􁙑􁘔 muscle_clw_t3
💪􁙑􁘕 muscle_clw_c1
💪􁙑􁘖 muscle_clw_c2
💪􁙑􁘗 muscle_clw_c3
💪􁙑􁘘 muscle_clw_s1
💪􁙑􁘙 muscle_clw_s2
💪􁙑􁘚 muscle_clw_s3
💪􁙑􁘛 muscle_clw_b1
💪􁙑􁘜 muscle_clw_b2
💪􁙑􁘝 muscle_clw_b3
💪􁙑􁘞 muscle_clw_v1
💪􁙑􁘟 muscle_clw_v2
💪􁙑􁘠 muscle_clw_v3
💪􁙑􁘡 muscle_clw_m1
💪􁙑􁘢 muscle_clw_m2
💪􁙑􁘣 muscle_clw_m3
💪􁙑􁘤 muscle_clw_p1
💪􁙑􁘥 muscle_clw_p2
💪􁙑􁘦 muscle_clw_p3
💪􁙑􁘧 muscle_clw_e1
💪􁙑􁘨 muscle_clw_e2
💪􁙑􁘩 muscle_clw_e3
💪􁙑􁘪 muscle_clw_k1
💪􁙑􁘫 muscle_clw_k2
💪􁙑􁘬 muscle_clw_k3
🤝􁙑 handshake_clw
🤝􁙑􁘀 handshake_clw_r1
🤝􁙑􁘁 handshake_clw_r2
🤝􁙑􁘂 handshake_clw_r3
🤝􁙑􁘃 handshake_clw_d1
🤝􁙑􁘄 handshake_clw_d2
🤝􁙑􁘅 handshake_clw_d3
🤝􁙑􁘆 handshake_clw_o1
🤝􁙑􁘇 handshake_clw_o2
🤝􁙑􁘈 handshake_clw_o3
🤝􁙑􁘉 handshake_clw_y1
🤝􁙑􁘊 handshake_clw_y2
🤝􁙑􁘋 handshake_clw_y3
🤝􁙑􁘌 handshake_clw_l1
🤝􁙑􁘍 handshake_clw_l2
🤝􁙑􁘎 handshake_clw_l3
🤝􁙑􁘏 handshake_clw_g1
🤝􁙑􁘐 handshake_clw_g2
🤝􁙑􁘑 handshake_clw_g3
🤝􁙑􁘒 handshake_clw_t1
🤝􁙑􁘓 handshake_clw_t2
🤝􁙑􁘔 handshake_clw_t3
🤝􁙑􁘕 handshake_clw_c1
🤝􁙑􁘖 handshake_clw_c2
🤝􁙑􁘗 handshake_clw_c3
🤝􁙑􁘘 handshake_clw_s1
🤝􁙑􁘙 handshake_clw_s2
🤝􁙑􁘚 handshake_clw_s3
🤝􁙑􁘛 handshake_clw_b1
🤝􁙑􁘜 handshake_clw_b2
🤝􁙑􁘝 handshake_clw_b3
🤝􁙑􁘞 handshake_clw_v1
🤝􁙑􁘟 handshake_clw_v2
🤝􁙑􁘠 handshake_clw_v3
🤝􁙑􁘡 handshake_clw_m1
🤝􁙑􁘢 handshake_clw_m2
🤝􁙑􁘣 handshake_clw_m3
🤝􁙑􁘤 handshake_clw_p1
🤝􁙑􁘥 handshake_clw_p2
🤝􁙑􁘦 handshake_clw_p3
🤝􁙑􁘧 handshake_clw_e1
🤝􁙑􁘨 handshake_clw_e2
🤝􁙑􁘩 handshake_clw_e3
🤝􁙑􁘪 handshake_clw_k1
🤝􁙑􁘫 handshake_clw_k2
🤝􁙑􁘬 handshake_clw_k3
🤳􁙑 selfie_clw
🤳􁙑􁘀 selfie_clw_r1
🤳􁙑􁘁 selfie_clw_r2
🤳􁙑􁘂 selfie_clw_r3
🤳􁙑􁘃 selfie_clw_d1
🤳􁙑􁘄 selfie_clw_d2
🤳􁙑􁘅 selfie_clw_d3
🤳􁙑􁘆 selfie_clw_o1
🤳􁙑􁘇 selfie_clw_o2
🤳􁙑􁘈 selfie_clw_o3
🤳􁙑􁘉 selfie_clw_y1
🤳􁙑􁘊 selfie_clw_y2
🤳􁙑􁘋 selfie_clw_y3
🤳􁙑􁘌 selfie_clw_l1
🤳􁙑􁘍 selfie_clw_l2
🤳􁙑􁘎 selfie_clw_l3
🤳􁙑􁘏 selfie_clw_g1
🤳􁙑􁘐 selfie_clw_g2
🤳􁙑􁘑 selfie_clw_g3
🤳􁙑􁘒 selfie_clw_t1
🤳􁙑􁘓 selfie_clw_t2
🤳􁙑􁘔 selfie_clw_t3
🤳􁙑􁘕 selfie_clw_c1
🤳􁙑􁘖 selfie_clw_c2
🤳􁙑􁘗 selfie_clw_c3
🤳􁙑􁘘 selfie_clw_s1
🤳􁙑􁘙 selfie_clw_s2
🤳􁙑􁘚 selfie_clw_s3
🤳􁙑􁘛 selfie_clw_b1
🤳􁙑􁘜 selfie_clw_b2
🤳􁙑􁘝 selfie_clw_b3
🤳􁙑􁘞 selfie_clw_v1
🤳􁙑􁘟 selfie_clw_v2
🤳􁙑􁘠 selfie_clw_v3
🤳􁙑􁘡 selfie_clw_m1
🤳􁙑􁘢 selfie_clw_m2
🤳􁙑􁘣 selfie_clw_m3
🤳􁙑􁘤 selfie_clw_p1
🤳􁙑􁘥 selfie_clw_p2
🤳􁙑􁘦 selfie_clw_p3
🤳􁙑􁘧 selfie_clw_e1
🤳􁙑􁘨 selfie_clw_e2
🤳􁙑􁘩 selfie_clw_e3
🤳􁙑􁘪 selfie_clw_k1
🤳􁙑􁘫 selfie_clw_k2
🤳􁙑􁘬 selfie_clw_k3
💅􁙑 nail_polish_clw
💅􁙑􁘀 nail_polish_clw_r1
💅􁙑􁘁 nail_polish_clw_r2
💅􁙑􁘂 nail_polish_clw_r3
💅􁙑􁘃 nail_polish_clw_d1
💅􁙑􁘄 nail_polish_clw_d2
💅􁙑􁘅 nail_polish_clw_d3
💅􁙑􁘆 nail_polish_clw_o1
💅􁙑􁘇 nail_polish_clw_o2
💅􁙑􁘈 nail_polish_clw_o3
💅􁙑􁘉 nail_polish_clw_y1
💅􁙑􁘊 nail_polish_clw_y2
💅􁙑􁘋 nail_polish_clw_y3
💅􁙑􁘌 nail_polish_clw_l1
💅􁙑􁘍 nail_polish_clw_l2
💅􁙑􁘎 nail_polish_clw_l3
💅􁙑􁘏 nail_polish_clw_g1
💅􁙑􁘐 nail_polish_clw_g2
💅􁙑􁘑 nail_polish_clw_g3
💅􁙑􁘒 nail_polish_clw_t1
💅􁙑􁘓 nail_polish_clw_t2
💅􁙑􁘔 nail_polish_clw_t3
💅􁙑􁘕 nail_polish_clw_c1
💅􁙑􁘖 nail_polish_clw_c2
💅􁙑􁘗 nail_polish_clw_c3
💅􁙑􁘘 nail_polish_clw_s1
💅􁙑􁘙 nail_polish_clw_s2
💅􁙑􁘚 nail_polish_clw_s3
💅􁙑􁘛 nail_polish_clw_b1
💅􁙑􁘜 nail_polish_clw_b2
💅􁙑􁘝 nail_polish_clw_b3
💅􁙑􁘞 nail_polish_clw_v1
💅􁙑􁘟 nail_polish_clw_v2
💅􁙑􁘠 nail_polish_clw_v3
💅􁙑􁘡 nail_polish_clw_m1
💅􁙑􁘢 nail_polish_clw_m2
💅􁙑􁘣 nail_polish_clw_m3
💅􁙑􁘤 nail_polish_clw_p1
💅􁙑􁘥 nail_polish_clw_p2
💅􁙑􁘦 nail_polish_clw_p3
💅􁙑􁘧 nail_polish_clw_e1
💅􁙑􁘨 nail_polish_clw_e2
💅􁙑􁘩 nail_polish_clw_e3
💅􁙑􁘪 nail_polish_clw_k1
💅􁙑􁘫 nail_polish_clw_k2
💅􁙑􁘬 nail_polish_clw_k3
✋􁙒 hand_hoof
✋􁙒􁘀 hand_hoof_r1
✋􁙒􁘁 hand_hoof_r2
✋􁙒􁘂 hand_hoof_r3
✋􁙒􁘃 hand_hoof_d1
✋􁙒􁘄 hand_hoof_d2
✋􁙒􁘅 hand_hoof_d3
✋􁙒􁘆 hand_hoof_o1
✋􁙒􁘇 hand_hoof_o2
✋􁙒􁘈 hand_hoof_o3
✋􁙒􁘉 hand_hoof_y1
✋􁙒􁘊 hand_hoof_y2
✋􁙒􁘋 hand_hoof_y3
✋􁙒􁘌 hand_hoof_l1
✋􁙒􁘍 hand_hoof_l2
✋􁙒􁘎 hand_hoof_l3
✋􁙒􁘏 hand_hoof_g1
✋􁙒􁘐 hand_hoof_g2
✋􁙒􁘑 hand_hoof_g3
✋􁙒􁘒 hand_hoof_t1
✋􁙒􁘓 hand_hoof_t2
✋􁙒􁘔 hand_hoof_t3
✋􁙒􁘕 hand_hoof_c1
✋􁙒􁘖 hand_hoof_c2
✋􁙒􁘗 hand_hoof_c3
✋􁙒􁘘 hand_hoof_s1
✋􁙒􁘙 hand_hoof_s2
✋􁙒􁘚 hand_hoof_s3
✋􁙒􁘛 hand_hoof_b1
✋􁙒􁘜 hand_hoof_b2
✋􁙒􁘝 hand_hoof_b3
✋􁙒􁘞 hand_hoof_v1
✋􁙒􁘟 hand_hoof_v2
✋􁙒􁘠 hand_hoof_v3
✋􁙒􁘡 hand_hoof_m1
✋􁙒􁘢 hand_hoof_m2
✋􁙒􁘣 hand_hoof_m3
✋􁙒􁘤 hand_hoof_p1
✋􁙒􁘥 hand_hoof_p2
✋􁙒􁘦 hand_hoof_p3
✋􁙒􁘧 hand_hoof_e1
✋􁙒􁘨 hand_hoof_e2
✋􁙒􁘩 hand_hoof_e3
✋􁙒􁘪 hand_hoof_k1
✋􁙒􁘫 hand_hoof_k2
✋􁙒􁘬 hand_hoof_k3
🤚􁙒 back_of_hand_hoof
🤚􁙒􁘀 back_of_hand_hoof_r1
🤚􁙒􁘁 back_of_hand_hoof_r2
🤚􁙒􁘂 back_of_hand_hoof_r3
🤚􁙒􁘃 back_of_hand_hoof_d1
🤚􁙒􁘄 back_of_hand_hoof_d2
🤚􁙒􁘅 back_of_hand_hoof_d3
🤚􁙒􁘆 back_of_hand_hoof_o1
🤚􁙒􁘇 back_of_hand_hoof_o2
🤚􁙒􁘈 back_of_hand_hoof_o3
🤚􁙒􁘉 back_of_hand_hoof_y1
🤚􁙒􁘊 back_of_hand_hoof_y2
🤚􁙒􁘋 back_of_hand_hoof_y3
🤚􁙒􁘌 back_of_hand_hoof_l1
🤚􁙒􁘍 back_of_hand_hoof_l2
🤚􁙒􁘎 back_of_hand_hoof_l3
🤚􁙒􁘏 back_of_hand_hoof_g1
🤚􁙒􁘐 back_of_hand_hoof_g2
🤚􁙒􁘑 back_of_hand_hoof_g3
🤚􁙒􁘒 back_of_hand_hoof_t1
🤚􁙒􁘓 back_of_hand_hoof_t2
🤚􁙒􁘔 back_of_hand_hoof_t3
🤚􁙒􁘕 back_of_hand_hoof_c1
🤚􁙒􁘖 back_of_hand_hoof_c2
🤚􁙒􁘗 back_of_hand_hoof_c3
🤚􁙒􁘘 back_of_hand_hoof_s1
🤚􁙒􁘙 back_of_hand_hoof_s2
🤚􁙒􁘚 back_of_hand_hoof_s3
🤚􁙒􁘛 back_of_hand_hoof_b1
🤚􁙒􁘜 back_of_hand_hoof_b2
🤚􁙒􁘝 back_of_hand_hoof_b3
🤚􁙒􁘞 back_of_hand_hoof_v1
🤚􁙒􁘟 back_of_hand_hoof_v2
🤚􁙒􁘠 back_of_hand_hoof_v3
🤚􁙒􁘡 back_of_hand_hoof_m1
🤚􁙒􁘢 back_of_hand_hoof_m2
🤚􁙒􁘣 back_of_hand_hoof_m3
🤚􁙒􁘤 back_of_hand_hoof_p1
🤚􁙒􁘥 back_of_hand_hoof_p2
🤚􁙒􁘦 back_of_hand_hoof_p3
🤚􁙒􁘧 back_of_hand_hoof_e1
🤚􁙒􁘨 back_of_hand_hoof_e2
🤚􁙒􁘩 back_of_hand_hoof_e3
🤚􁙒􁘪 back_of_hand_hoof_k1
🤚􁙒􁘫 back_of_hand_hoof_k2
🤚􁙒􁘬 back_of_hand_hoof_k3
✌️􁙒 v_hoof
✌️􁙒􁘀 v_hoof_r1
✌️􁙒􁘁 v_hoof_r2
✌️􁙒􁘂 v_hoof_r3
✌️􁙒􁘃 v_hoof_d1
✌️􁙒􁘄 v_hoof_d2
✌️􁙒􁘅 v_hoof_d3
✌️􁙒􁘆 v_hoof_o1
✌️􁙒􁘇 v_hoof_o2
✌️􁙒􁘈 v_hoof_o3
✌️􁙒􁘉 v_hoof_y1
✌️􁙒􁘊 v_hoof_y2
✌️􁙒􁘋 v_hoof_y3
✌️􁙒􁘌 v_hoof_l1
✌️􁙒􁘍 v_hoof_l2
✌️􁙒􁘎 v_hoof_l3
✌️􁙒􁘏 v_hoof_g1
✌️􁙒􁘐 v_hoof_g2
✌️􁙒􁘑 v_hoof_g3
✌️􁙒􁘒 v_hoof_t1
✌️􁙒􁘓 v_hoof_t2
✌️􁙒􁘔 v_hoof_t3
✌️􁙒􁘕 v_hoof_c1
✌️􁙒􁘖 v_hoof_c2
✌️􁙒􁘗 v_hoof_c3
✌️􁙒􁘘 v_hoof_s1
✌️􁙒􁘙 v_hoof_s2
✌️􁙒􁘚 v_hoof_s3
✌️􁙒􁘛 v_hoof_b1
✌️􁙒􁘜 v_hoof_b2
✌️􁙒􁘝 v_hoof_b3
✌️􁙒􁘞 v_hoof_v1
✌️􁙒􁘟 v_hoof_v2
✌️􁙒􁘠 v_hoof_v3
✌️􁙒􁘡 v_hoof_m1
✌️􁙒􁘢 v_hoof_m2
✌️􁙒􁘣 v_hoof_m3
✌️􁙒􁘤 v_hoof_p1
✌️􁙒􁘥 v_hoof_p2
✌️􁙒􁘦 v_hoof_p3
✌️􁙒􁘧 v_hoof_e1
✌️􁙒􁘨 v_hoof_e2
✌️􁙒􁘩 v_hoof_e3
✌️􁙒􁘪 v_hoof_k1
✌️􁙒􁘫 v_hoof_k2
✌️􁙒􁘬 v_hoof_k3
☝️􁙒 index_finger_hoof
☝️􁙒􁘀 index_finger_hoof_r1
☝️􁙒􁘁 index_finger_hoof_r2
☝️􁙒􁘂 index_finger_hoof_r3
☝️􁙒􁘃 index_finger_hoof_d1
☝️􁙒􁘄 index_finger_hoof_d2
☝️􁙒􁘅 index_finger_hoof_d3
☝️􁙒􁘆 index_finger_hoof_o1
☝️􁙒􁘇 index_finger_hoof_o2
☝️􁙒􁘈 index_finger_hoof_o3
☝️􁙒􁘉 index_finger_hoof_y1
☝️􁙒􁘊 index_finger_hoof_y2
☝️􁙒􁘋 index_finger_hoof_y3
☝️􁙒􁘌 index_finger_hoof_l1
☝️􁙒􁘍 index_finger_hoof_l2
☝️􁙒􁘎 index_finger_hoof_l3
☝️􁙒􁘏 index_finger_hoof_g1
☝️􁙒􁘐 index_finger_hoof_g2
☝️􁙒􁘑 index_finger_hoof_g3
☝️􁙒􁘒 index_finger_hoof_t1
☝️􁙒􁘓 index_finger_hoof_t2
☝️􁙒􁘔 index_finger_hoof_t3
☝️􁙒􁘕 index_finger_hoof_c1
☝️􁙒􁘖 index_finger_hoof_c2
☝️􁙒􁘗 index_finger_hoof_c3
☝️􁙒􁘘 index_finger_hoof_s1
☝️􁙒􁘙 index_finger_hoof_s2
☝️􁙒􁘚 index_finger_hoof_s3
☝️􁙒􁘛 index_finger_hoof_b1
☝️􁙒􁘜 index_finger_hoof_b2
☝️􁙒􁘝 index_finger_hoof_b3
☝️􁙒􁘞 index_finger_hoof_v1
☝️􁙒􁘟 index_finger_hoof_v2
☝️􁙒􁘠 index_finger_hoof_v3
☝️􁙒􁘡 index_finger_hoof_m1
☝️􁙒􁘢 index_finger_hoof_m2
☝️􁙒􁘣 index_finger_hoof_m3
☝️􁙒􁘤 index_finger_hoof_p1
☝️􁙒􁘥 index_finger_hoof_p2
☝️􁙒􁘦 index_finger_hoof_p3
☝️􁙒􁘧 index_finger_hoof_e1
☝️􁙒􁘨 index_finger_hoof_e2
☝️􁙒􁘩 index_finger_hoof_e3
☝️􁙒􁘪 index_finger_hoof_k1
☝️􁙒􁘫 index_finger_hoof_k2
☝️􁙒􁘬 index_finger_hoof_k3
🤘􁙒 metal_hoof
🤘􁙒􁘀 metal_hoof_r1
🤘􁙒􁘁 metal_hoof_r2
🤘􁙒􁘂 metal_hoof_r3
🤘􁙒􁘃 metal_hoof_d1
🤘􁙒􁘄 metal_hoof_d2
🤘􁙒􁘅 metal_hoof_d3
🤘􁙒􁘆 metal_hoof_o1
🤘􁙒􁘇 metal_hoof_o2
🤘􁙒􁘈 metal_hoof_o3
🤘􁙒􁘉 metal_hoof_y1
🤘􁙒􁘊 metal_hoof_y2
🤘􁙒􁘋 metal_hoof_y3
🤘􁙒􁘌 metal_hoof_l1
🤘􁙒􁘍 metal_hoof_l2
🤘􁙒􁘎 metal_hoof_l3
🤘􁙒􁘏 metal_hoof_g1
🤘􁙒􁘐 metal_hoof_g2
🤘􁙒􁘑 metal_hoof_g3
🤘􁙒􁘒 metal_hoof_t1
🤘􁙒􁘓 metal_hoof_t2
🤘􁙒􁘔 metal_hoof_t3
🤘􁙒􁘕 metal_hoof_c1
🤘􁙒􁘖 metal_hoof_c2
🤘􁙒􁘗 metal_hoof_c3
🤘􁙒􁘘 metal_hoof_s1
🤘􁙒􁘙 metal_hoof_s2
🤘􁙒􁘚 metal_hoof_s3
🤘􁙒􁘛 metal_hoof_b1
🤘􁙒􁘜 metal_hoof_b2
🤘􁙒􁘝 metal_hoof_b3
🤘􁙒􁘞 metal_hoof_v1
🤘􁙒􁘟 metal_hoof_v2
🤘􁙒􁘠 metal_hoof_v3
🤘􁙒􁘡 metal_hoof_m1
🤘􁙒􁘢 metal_hoof_m2
🤘􁙒􁘣 metal_hoof_m3
🤘􁙒􁘤 metal_hoof_p1
🤘􁙒􁘥 metal_hoof_p2
🤘􁙒􁘦 metal_hoof_p3
🤘􁙒􁘧 metal_hoof_e1
🤘􁙒􁘨 metal_hoof_e2
🤘􁙒􁘩 metal_hoof_e3
🤘􁙒􁘪 metal_hoof_k1
🤘􁙒􁘫 metal_hoof_k2
🤘􁙒􁘬 metal_hoof_k3
👍️􁙒 thumbs_up_hoof
👍️􁙒􁘀 thumbs_up_hoof_r1
👍️􁙒􁘁 thumbs_up_hoof_r2
👍️􁙒􁘂 thumbs_up_hoof_r3
👍️􁙒􁘃 thumbs_up_hoof_d1
👍️􁙒􁘄 thumbs_up_hoof_d2
👍️􁙒􁘅 thumbs_up_hoof_d3
👍️􁙒􁘆 thumbs_up_hoof_o1
👍️􁙒􁘇 thumbs_up_hoof_o2
👍️􁙒􁘈 thumbs_up_hoof_o3
👍️􁙒􁘉 thumbs_up_hoof_y1
